자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
1352. e편한세상 보문아파트 내,무인대여소,"서울특별시 성북구 낙산길 255, e 편한세상 보문아파트 내",,37.582787,127.0156236,00:01,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),8,8,N,수동식,N,1599-0120,서울특별시청,2023-11-23,3070000,서울특별시 성북구
1353. 금호어울림센터힐 내,무인대여소,"서울특별시 성북구 동소문로34길 73, 금호어울림센터힐 내",,37.59994884,127.0224174,00:01,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 4만원),8,8,N,수동식,N,1599-0120,서울특별시청,2023-11-23,3070000,서울특별시 성북구
종촌동_가재102동앞,무인대여소,,세종특별자치시 종촌동 686,36.50154104,127.2414435,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
양지바름공원[(구)덕양역],무인대여소,,전라남도 여수시 소라면 덕양리 1412-24,34.79933725,127.631796,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
둔덕동 주민센터,무인대여소,,전라남도 여수시 둔덕동 436-3,34.76929336,127.6946465,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
돌산KT 우두분기국,무인대여소,전라남도 여수시 돌산읍 강남로 67,전라남도 여수시 돌산읍 우두리 1027,34.72179919,127.7517045,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
돌산 진모축구장,무인대여소,,전라남도 여수시 돌산읍 우두리 1136-4,34.715063,127.7542369,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
웅천 부영2차,무인대여소,,전라남도 여수시 웅천동 1862-1,34.74481514,127.6857932,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
쌍봉동 주민센터,무인대여소,전라남도 여수시 흥국로 25,전라남도 여수시 학동 73-1,34.76356338,127.665242,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여서동 문화의 거리,무인대여소,,전라남도 여수시 여서동 458-1,34.749449,127.7002785,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여천역,무인대여소,,전라남도 여수시 여천동 694-5,34.77944516,127.6627778,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
엑스포로터리,무인대여소,,전라남도 여수시 공화동 568-1,34.747621,127.744873,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,8,8,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
웅천 부영1차,무인대여소,,전라남도 여수시 웅천동 1852,34.74088087,127.6833496,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,Y,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
돌산 노블호텔,무인대여소,,전라남도 여수시 돌산읍 우두리 산403-1,34.71740244,127.7469759,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
둔덕삼거리,무인대여소,"전라남도 여수시 상암로16(둔덕동,라온유아파트)",전라남도 여수시 둔덕동 266,34.78441966,127.6966622,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
화진포 자전거대여소,유인대여소,강원특별자치도 고성군 현내면 화진포길 412,강원특별자치도 고성군 현내면 초도리 94-1,38.48138177,128.4356979,09:00,18:00,월+매월 마지막주,무료,,44,2,Y,기계식,N,033-680-3365,강원특별자치도 고성군청,2023-12-08,4341000,강원특별자치도 고성군
송지호 자전거대여소,유인대여소,강원특별자치도 고성군 죽왕면 동해대로 6021,강원특별자치도 고성군 죽왕면 오봉리 9-34,38.33623615,128.5175989,09:00,18:00,월+매월 마지막주,무료,,44,2,Y,기계식,N,033-680-3365,강원특별자치도 고성군청,2023-12-08,4341000,강원특별자치도 고성군
우포늪 자전거 대여소,유인대여소,경상남도 창녕군 유어면 우포늪길 218,경상남도 창녕군 유어면 세진리 256,35.54466399,128.4181995,09:00,18:00,월+우천시,유료,3000,150,150,Y,기계식,N,055-530-1554,경상남도 창녕군,2023-12-06,5410000,경상남도 창녕군
상주역 자전거 공영주차장,유인대여소,경상북도 상주시 남문1길 24,경상북도 상주시 성동동 621,36.40971054,128.1634401,09:00,18:00,매주 월+법정공휴일,무료,,120,3,Y,기계식,N,054-537-7392,경상북도 상주시청,2023-12-08,5110000,경상북도 상주시
상주자전거박물관,유인대여소,경상북도 상주시 용마로 415,경상북도 상주시 도남동 산 3-4,36.453226,128.255059,09:00,18:00,매주 월,유료,,80,0,Y,수동식,Y,054-537-5735,경상북도 상주시청,2023-12-08,5110000,경상북도 상주시
나주시청 자전거 대여소,유인대여소,,전라남도 나주시 삼영동 117-6,35.003033,126.708297,10:00,17:00,월+화,무료,,71,20,Y,기계식,Y,061-339-4512,전라남도 나주시청,2023-12-08,4830000,전라남도 나주시
봉동 자전거 대여소,유인대여소,,전북특별자치도 완주군 봉동읍 장기리 1118-4,35.93803318,127.1688144,10:00,18:00,월요일,유료,2000,13,0,Y,기계식,Y,063-290-2884,전북특별자치도 완주군청,2024-01-30,4721000,전북특별자치도 완주군
화천 산소길 자전거대여소,유인대여소,강원특별자치도 화천군 화천읍 강변로 2-5,강원특별자치도 화천군 화천읍 하리 3-1,38.102197,127.702716,09:00,18:00,월,유료,10000 ~ 5000원 상품권 환불,138,,Y,수동식,N,033-442-7570,강원특별자치도 화천군청 문화체육과,2023-12-07,4311000,강원특별자치도 화천군
백제가요정읍사오솔길이용시설,유인대여소,전북특별자치도 정읍시 월영1길 7,전북특별자치도 정읍시 쌍암동 536-4,35.52054589,126.8960337,09:00,18:00,연중무휴,유료,1시간당 요금(1인용 1000원+2인용 2000원+3인용 3000원+6인용 6000원)+초과요금(30분 기준)(1·2인용 1000원+3인용 2000원+6인용 3000원)+1일당 요금(1·2인용 10000원+3인용 15000원+6인용 20000원),175,0,Y,기계식,N,063-539-5704,전북특별자치도 정읍시청,2024-01-24,4691000,전북특별자치도 정읍시
군산시 공영자전거 무인대여소,무인대여소,전라북도 군산시 은파순환길 9,전라북도 군산시 나운동 1223-5,35.955363,126.689078,08:00,20:00,연중무휴,유료,1일 3시간 1천원+초과시 1시간 당 500원,20,45,Y,기계식,N,063-454-3593,전라북도 군산시청,2023-11-28,4671000,전북특별자치도 군산시
만경강 사수정,유인대여소,전북특별자치도 익산시 오산면 만경강1길 58,전북특별자치도 익산시 오산면 목천리 1177-12,35.9102727365,126.9187975742,09:00,19:00,평일,무료,,50,,Y,기계식,N,063-859-5610,전북특별자치도 익산시청,2024-05-02,4681000,전북특별자치도 익산시
웅포 곰개나루,유인대여소,전북특별자치도 익산시 웅포면 웅포리 713,전북특별자치도 익산시 웅포면 웅포리 713,36.0662367246,126.8761580452,09:00,19:00,평일,무료,,50,,Y,기계식,N,063-859-5611,전북특별자치도 익산시청,2024-05-02,4681000,전북특별자치도 익산시
신대매안초,무인대여소,,전라남도 순천시 신대리 2099,34.9311291,127.6923388,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
순천만 에코촌,무인대여소,,전라남도 순천시 대안리 1179-11,34.9222141,127.5172646,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,12,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
순천대학교,무인대여소,전라남도 순천시 중앙로 255,전라남도 순천시 석현동 313,34.96676128,127.4809231,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
가곡삼거리,무인대여소,,전라남도 순천시 가곡동 937-1,34.9813582,127.4895711,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
동천수변생태공원,무인대여소,,전라남도 순천시 매곡동 551-1,34.9625244,127.4883641,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
순천고등학교,무인대여소,,전라남도 순천시 인제동 80,34.94628861,127.4871706,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
오천골드클레스,무인대여소,,전라남도 순천시 오천동 1025,34.93399231,127.4939624,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
신대119옆,무인대여소,,전라남도 순천시 신대리 2070,34.9336738,127.5248491,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
오천택지하나로마트,무인대여소,,전라남도 순천시 오천동 998,34.93793504,127.4941289,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,12,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
철우아파트,무인대여소,,전라남도 순천시 풍덕동 852,34.94267326,127.5016125,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
팔마체육관,무인대여소,,전라남도 순천시 연향동 766-1,34.9357987,127.5190115,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,23,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
NC백화점,무인대여소,,전라남도 순천시 조례동 산86-7,34.9715411,127.5220699,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
청소년문화의집,무인대여소,,전라남도 순천시 연향동 232-1,34.94226238,127.5215684,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
조례홈플러스,무인대여소,,전라남도 순천시 조례동 1558-63,34.95990829,127.5210963,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
서면우체국,무인대여소,,전라남도 순천시 서면 동산리 980,34.99382854,127.4949714,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,9,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
이마트 건너편,무인대여소,,전라남도 순천시 덕암동 220,34.9432103,127.5065651,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
조곡동 둑실공원,무인대여소,,전라남도 순천시 조곡동 420-9,34.95590077,127.4928551,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,10,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
법원주차장,무인대여소,,전라남도 순천시 왕지동 886,34.9695817,127.5268309,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,21,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
연향부영1차거넌편,무인대여소,,전라남도 순천시 연향동 1545,34.94527016,127.5229615,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
한국병원,무인대여소,,전라남도 순천시 연향동 1358,34.9475819,127.5151978,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
가곡동 유심천,무인대여소,전라남도 순천시 신용길 13,전라남도 순천시 가곡동 401,34.9730117,127.4835528,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
도사동사무소,무인대여소,,전라남도 순천시 덕월동 2-14,34.9253075,127.4936902,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
왕의중학교,무인대여소,전라남도 순천시 지봉로 420,전라남도 순천시 상삼리 350-28,34.9506467,127.5340398,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
기적의 도서관,무인대여소,전라남도 순천시 동명초등길 16,전라남도 순천시 상삼리 662-16,34.9506416,127.4989225,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,N,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
첨단1동 행정복지센터,무인·유인대여소,광주광역시 광산구 첨단중앙로 160,광주광역시 광산구 쌍암동 656-2,35.21952708,126.8423636,09:00,18:00,토+일,무료,,1,1,Y,태양광식,N,062-960-4108,광주광역시 광산구청,2024-07-05,3630000,광주광역시 광산구
소담동 한국전력공사 앞,무인대여소,,세종특별자치시 소담동 615,36.4850143,127.3045471,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
세종이음학교 앞,무인대여소,,세종특별자치시 집현동 619,36.4993626,127.3360287,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동 한국개발연구원 앞,무인대여소,,세종특별자치시 반곡동 1042,36.482131,127.3099295,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동 호려울마을 8단지,무인대여소,,세종특별자치시 보람동 777,36.4790103,127.2953611,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부청사인근(6동-1),무인대여소,,세종특별자치시 어진동 560,36.50491252,127.2624411,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
아름동 대법원등기정보센터 앞,무인대여소,,세종특별자치시 아름동 1325,36.51129261,127.2419825,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
고운동 1411 가락마을 12단지,무인대여소,,세종특별자치시 고운동 1411,36.51168353,127.232539,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종시청후문 잔디광장,무인대여소,,세종특별자치시 보람동 626-2,36.48099443,127.2890931,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_호려울302동 건너편,무인대여소,,세종특별자치시 보람동 664-47,36.477518,127.281104,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종교육청,무인대여소,,세종특별자치시 보람동 664-17,36.478089,127.2863692,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종남부경찰서 건너편,무인대여소,,세종특별자치시 보람동 623-5,36.482037,127.291883,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_시드니하트,무인대여소,,세종특별자치시 보람동 616-1,36.48362908,127.2935509,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_새샘315동앞,무인대여소,,세종특별자치시 보람동 617-5,36.483899,127.294376,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_호려울8단지 정문,무인대여소,,세종특별자치시 보람동 686,36.478263,127.295439,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_호려울810동,무인대여소,,세종특별자치시 보람동 635-8,36.479951,127.297308,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘216동앞BRT,무인대여소,,세종특별자치시 소담동 32-123,36.482487,127.297858,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘217동앞BRT,무인대여소,,세종특별자치시 소담동 32-127,36.483134,127.298771,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘308동앞BRT,무인대여소,,세종특별자치시 소담동 32-123,36.48311473,127.2978663,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘307동앞BRT,무인대여소,,세종특별자치시 소담동 32-127,36.483792,127.298764,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘316동앞,무인대여소,,세종특별자치시 소담동 550,36.48488741,127.2952841,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘316동건너편,무인대여소,,세종특별자치시 소담동 333-1,36.485029,127.294893,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘301동건너편,무인대여소,,세종특별자치시 소담동 333-6,36.485517,127.295293,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_글벗초 건너편,무인대여소,,세종특별자치시 소담동 509-6,36.487322,127.296539,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘803동 앞BRT2,무인대여소,,세종특별자치시 소담동 332-4,36.486802,127.301179,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘803동 건너편BRT1,무인대여소,,세종특별자치시 소담동 332-4,36.486763,127.301857,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘512동앞BRT(대전방향),무인대여소,,세종특별자치시 소담동 9-3,36.481462,127.307428,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘511동앞BRT(대전방향),무인대여소,,세종특별자치시 소담동 9-220,36.48013921,127.3080445,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_새샘512동 건너편BRT 2,무인대여소,,세종특별자치시 반곡동 203-278,36.48137169,127.3079731,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_새샘511동 건너편BRT,무인대여소,,세종특별자치시 소담동 9-5,36.481066,127.308087,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘902동앞,무인대여소,,세종특별자치시 소담동 521,36.489872,127.298603,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘903동건너편,무인대여소,,세종특별자치시 소담동 282-2,36.490841,127.298701,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘602동버스정류장,무인대여소,,세종특별자치시 소담동 산 9,36.482323,127.307027,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_새샘602동버스정류장건너편,무인대여소,,세종특별자치시 반곡동 산148,36.48310569,127.3080427,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_한국조세재정연구원 건너편 버스정류장,무인대여소,,세종특별자치시 반곡동 산68,36.493997,127.301434,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_국책연구단지 건너편 버스정류장,무인대여소,,세종특별자치시 반곡동 735,36.49614677,127.3031969,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_해들613동앞BRT,무인대여소,,세종특별자치시 대평동 613-2,36.475127,127.280487,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_해들513동앞BRT,무인대여소,,세종특별자치시 보람동 664-134,36.474907,127.280865,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_씨티오브드림BRT1,무인대여소,,세종특별자치시 대평동 63-16,36.47327886,127.2772222,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_씨티오브드림BRT2,무인대여소,,세종특별자치시 대평동 65-12,36.47272779,127.2763697,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_씨티오브드림BRT3,무인대여소,,세종특별자치시 대평동 125-3,36.471963,127.275669,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_세종메디컬센터BRT1,무인대여소,,세종특별자치시 대평동 548,36.472382,127.277055,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_세종메디컬센터BRT2,무인대여소,,세종특별자치시 대평동 65-15,36.472197,127.276779,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_세종메디컬센터BRT3,무인대여소,,세종특별자치시 대평동 152-7,36.471763,127.276105,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_해피라움블루 건너편,무인대여소,,세종특별자치시 대평동 198-64,36.475098,127.2741497,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_금강변길,무인대여소,,세종특별자치시 대평동 201-7,36.474216,127.272908,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_세종고속시외버스터미널BRT,무인대여소,,세종특별자치시 대평동 643,36.46940665,127.2748595,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_세종고속시외버스터미널 건너편,무인대여소,,세종특별자치시 대평동 499,36.469017,127.274299,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_새뜸1404동앞,무인대여소,,세종특별자치시 나성동 735,36.490854,127.255995,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸1108동앞,무인대여소,,세종특별자치시 새롬동 산3,36.488251,127.253609,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸1108동옆,무인대여소,,세종특별자치시 새롬동 산9,36.488107,127.253168,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_세종대성고등학교BRT1,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸1004 건너편,무인대여소,,세종특별자치시 새롬동 산18,36.48695829,127.2525685,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_세종대성고등학교BRT2,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_무지개타워앞,무인대여소,,세종특별자치시 새롬동 341-73,36.484847,127.251225,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_행정안전부 별관,무인대여소,,세종특별자치시 어진동 494,36.50315781,127.2606571,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_고용노동부건너편BRT,무인대여소,,세종특별자치시 어진동 536,36.50209174,127.2594886,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
